ID	label	sentence	sentence_org	sentence_wo_emo
8616	1	करत करत अभ्यास के राहुल बनत महान पप्पू मूत्र पी के चमचे झाड़त ज्ञान 😆 🤣	करत करत अभ्यास के राहुल बनत महान पप्पू मूत्र पी के चमचे झाड़त ज्ञान 😆 🤣	करत करत अभ्यास के राहुल बनत महान पप्पू मूत्र पी के चमचे झाड़त ज्ञान 
8617	1	भारत की महिलाओं का ड्राइविंग टेस्ट लेते समय उनसे गाड़ी चलवाकर नहीं रुकवाकर देखनी चाहिये बाल बाल बचे हैं आज 🤕 🤣	भारत की महिलाओं का ड्राइविंग टेस्ट लेते समय उनसे गाड़ी चलवाकर नहीं रुकवाकर देखनी चाहिये बाल बाल बचे हैं आज 🤕 🤣	भारत की महिलाओं का ड्राइविंग टेस्ट लेते समय उनसे गाड़ी चलवाकर नहीं रुकवाकर देखनी चाहिये बाल बाल बचे हैं आज 
8619	1	जिसका पति और खानदान रोज ed cbi के चक्कर लगा रहा हो वह कह रही है कि हमारी सरकार बनने पर भ्रष्टाचार को जड़ से ख़त्म किया जायेगा incindia	जिसका पति और खानदान रोज ed cbi के चक्कर लगा रहा हो वह कह रही है कि हमारी सरकार बनने पर भ्रष्टाचार को जड़ से ख़त्म किया जायेगा incindia	जिसका पति और खानदान रोज ed cbi के चक्कर लगा रहा हो वह कह रही है कि हमारी सरकार बनने पर भ्रष्टाचार को जड़ से ख़त्म किया जायेगा incindia
8620	1	दुनिया की सबसे गन्दी राजनीति भारत की है जहाँ 10 वर्ष के बच्चे का पूरा टिकट लगता है किन्तु 17 वर्ष का बलात्कारी नाबालिग कहलाता है	दुनिया की सबसे गन्दी राजनीति भारत की है जहाँ 10 वर्ष के बच्चे का पूरा टिकट लगता है किन्तु 17 वर्ष का बलात्कारी नाबालिग कहलाता है	दुनिया की सबसे गन्दी राजनीति भारत की है जहाँ 10 वर्ष के बच्चे का पूरा टिकट लगता है किन्तु 17 वर्ष का बलात्कारी नाबालिग कहलाता है
8621	1	who का कहना है कि भारत के 50 % डॉक्टर लायक नहीं है अब उन्हें कौन समझाए की यहाँ पे 60 % डॉक्टर आरक्षण से और 20 % घुस से बनते है	who का कहना है कि भारत के 50 % डॉक्टर लायक नहीं है अब उन्हें कौन समझाए की यहाँ पे 60 % डॉक्टर आरक्षण से और 20 % घुस से बनते है	who का कहना है कि भारत के 50 % डॉक्टर लायक नहीं है अब उन्हें कौन समझाए की यहाँ पे 60 % डॉक्टर आरक्षण से और 20 % घुस से बनते है
8622	1	जब हर कोई चाँद से ही मुहब्बत करेगा तो सूरज तो जलेगा ही न झेलो अब 🌅 😉 😜 😂	जब हर कोई चाँद से ही मुहब्बत करेगा तो सूरज तो जलेगा ही न झेलो अब 🌅 😉 😜 😂	जब हर कोई चाँद से ही मुहब्बत करेगा तो सूरज तो जलेगा ही न झेलो अब 
8623	1	90 में बर्बाद हुआ रूस आज मिसाइल बेच रहा हैं और यहां 70 साल का हिसाब पूछो तो चमचे फट से कहेंगे लाजीव धांधी तम्प्युतल लाये थे 🚩	90 में बर्बाद हुआ रूस आज मिसाइल बेच रहा हैं और यहां 70 साल का हिसाब पूछो तो चमचे फट से कहेंगे लाजीव धांधी तम्प्युतल लाये थे 🚩	90 में बर्बाद हुआ रूस आज मिसाइल बेच रहा हैं और यहां 70 साल का हिसाब पूछो तो चमचे फट से कहेंगे लाजीव धांधी तम्प्युतल लाये थे 
8625	0	बड़ी खबर 🙏 यूपी में गौहत्या करने वाले को 10 साल की जेल और 5 लाख का जुर्माना होगा	बड़ी खबर 🙏 यूपी में गौहत्या करने वाले को 10 साल की जेल और 5 लाख का जुर्माना होगा	बड़ी खबर यूपी में गौहत्या करने वाले को 10 साल की जेल और 5 लाख का जुर्माना होगा
8626	1	कड़वा है पर सच है भारत में कोरोना यहां पर हो रही गंदी राजनीति की वजह से फैला है	कड़वा है पर सच है भारत में कोरोना यहां पर हो रही गंदी राजनीति की वजह से फैला है	कड़वा है पर सच है भारत में कोरोना यहां पर हो रही गंदी राजनीति की वजह से फैला है
8627	1	सोचने वाली बात आज तक पाकिस्तान ने भारत से कोई युद्ध नही जीता फिर pok पे पाकिस्तान का कब्जा कैसे जबाब दे कांग्रेस ? incindia	सोचने वाली बात आज तक पाकिस्तान ने भारत से कोई युद्ध नही जीता फिर pok पे पाकिस्तान का कब्जा कैसे जबाब दे कांग्रेस ? incindia	सोचने वाली बात आज तक पाकिस्तान ने भारत से कोई युद्ध नही जीता फिर pok पे पाकिस्तान का कब्जा कैसे जबाब दे कांग्रेस ? incindia
8628	0	dear mask बनाने वाली company बारिश से पहले ही waterproof मास्क बना लो वर्ना मास्क गिले पहनेगे तो cough cold हो जायेगा 🤒 🤕	dear mask बनाने वाली company बारिश से पहले ही waterproof मास्क बना लो वर्ना मास्क गिले पहनेगे तो cough cold हो जायेगा 🤒 🤕	dear mask बनाने वाली company बारिश से पहले ही waterproof मास्क बना लो वर्ना मास्क गिले पहनेगे तो cough cold हो जायेगा 
8629	1	गृहमंत्री अमित शाह के विवाह की तस्वीर पीछे नाराजफूफाजी बैठे है 😜 🤣 🤪 😆	#गृहमंत्री अमित शाह के विवाह की तस्वीर पीछे #नाराजफूफाजी बैठे है 😜 🤣 🤪 😆	गृहमंत्री अमित शाह के विवाह की तस्वीर पीछे नाराजफूफाजी बैठे है 
8630	0	अजीब रस्क है दिलों का तन्हा भी नहीं रहते चाहत भी नहीं मिलती	अजीब रस्क है दिलों का तन्हा भी नहीं रहते चाहत भी नहीं मिलती	अजीब रस्क है दिलों का तन्हा भी नहीं रहते चाहत भी नहीं मिलती
8631	1	केजरीवाल का टेस्ट रिपोर्ट आ गया कोरोना में पाए गए केजरीवाल के लक्षण 😜 🤣	केजरीवाल का टेस्ट रिपोर्ट आ गया कोरोना में पाए गए केजरीवाल के लक्षण 😜 🤣	केजरीवाल का टेस्ट रिपोर्ट आ गया कोरोना में पाए गए केजरीवाल के लक्षण 
8632	1	ओ भाई कचोरी समोसे की दुकानें खुल तो गयी है लेकिन ध्यान रखे कचोरी समोसे के चक्कर में आप की ही पूडी सब्जी न बट जाये stayhomesavelives	ओ भाई कचोरी समोसे की दुकानें खुल तो गयी है लेकिन ध्यान रखे कचोरी समोसे के चक्कर में आप की ही पूडी सब्जी न बट जाये #stayhomesavelives	ओ भाई कचोरी समोसे की दुकानें खुल तो गयी है लेकिन ध्यान रखे कचोरी समोसे के चक्कर में आप की ही पूडी सब्जी न बट जाये stayhomesavelives
8633	1	जब खुद को चोट लगती है दुसरो के ज़ख्म भी तभी दिखाई देते हैं !	जब खुद को चोट लगती है दुसरो के ज़ख्म भी तभी दिखाई देते हैं !	जब खुद को चोट लगती है दुसरो के ज़ख्म भी तभी दिखाई देते हैं !
8634	1	मैं तो कह रहा था कोई अच्छी सी वायरसनी ढूँढ कर कोरोना की शादी करवा दो फिर देखता हूँ कैसे फैलता हैं 🤣 😂 😜	मैं तो कह रहा था कोई अच्छी सी वायरसनी ढूँढ कर कोरोना की शादी करवा दो फिर देखता हूँ कैसे फैलता हैं 🤣 😂 😜	मैं तो कह रहा था कोई अच्छी सी वायरसनी ढूँढ कर कोरोना की शादी करवा दो फिर देखता हूँ कैसे फैलता हैं 
8635	1	मौलवियो के साथ ही दिन रात बैठक करता है देखना पक्का पॉजिटिव ही आयेगा	मौलवियो के साथ ही दिन रात बैठक करता है देखना पक्का पॉजिटिव ही आयेगा	मौलवियो के साथ ही दिन रात बैठक करता है देखना पक्का पॉजिटिव ही आयेगा
8636	1	नाम तैमूर रखो या बगदादी जिस दिन बनोगे ज़िहादी ! दे देंगे ज़िन्दगी से पूरी आज़ादी भारतीय सेना द्वारा जनहित में जारी वंदेमातरम् भारतीयसेनाहमेंआपपरगर्वहै 💪	नाम तैमूर रखो या बगदादी जिस दिन बनोगे ज़िहादी ! दे देंगे ज़िन्दगी से पूरी आज़ादी भारतीय सेना द्वारा जनहित में जारी वंदेमातरम् #भारतीयसेनाहमेंआपपरगर्वहै 💪	नाम तैमूर रखो या बगदादी जिस दिन बनोगे ज़िहादी ! दे देंगे ज़िन्दगी से पूरी आज़ादी भारतीय सेना द्वारा जनहित में जारी वंदेमातरम् भारतीयसेनाहमेंआपपरगर्वहै 
8637	1	सड़जी कह रहे हैं बाहर से लोग आएंगे तो बेड भर जाएंगे ! caa or nrc भी इसीलिए है सड़जी 🤣	सड़जी कह रहे हैं बाहर से लोग आएंगे तो बेड भर जाएंगे ! caa or nrc भी इसीलिए है सड़जी 🤣	सड़जी कह रहे हैं बाहर से लोग आएंगे तो बेड भर जाएंगे ! caa or nrc भी इसीलिए है सड़जी 
8638	1	इसका ईलाज सिर्फ यमराज ही कर सकते हैं	इसका ईलाज सिर्फ यमराज ही कर सकते हैं	इसका ईलाज सिर्फ यमराज ही कर सकते हैं
8639	1	शाहीन बाग में फिर से बिरयानी बंटने वाली थी पर इस बार पुलिस भी टेंट लगाकर और डंडा लेकर पहले से ही बैठी है वो भी डंडों को sanitise कर के 😀 😂 😜	शाहीन बाग में फिर से बिरयानी बंटने वाली थी पर इस बार पुलिस भी टेंट लगाकर और डंडा लेकर पहले से ही बैठी है वो भी डंडों को sanitise कर के 😀 😂 😜	शाहीन बाग में फिर से बिरयानी बंटने वाली थी पर इस बार पुलिस भी टेंट लगाकर और डंडा लेकर पहले से ही बैठी है वो भी डंडों को sanitise कर के 
8640	1	दिल्ली में करोना पोजेटिव ऐसे ही बढ़ते रहे तो लगता है करोना नेगेटिव बाले को क्वारेंनटाईन करना पड़ेगा ! केजरीवाल	दिल्ली में करोना पोजेटिव ऐसे ही बढ़ते रहे तो लगता है करोना नेगेटिव बाले को क्वारेंनटाईन करना पड़ेगा ! #केजरीवाल	दिल्ली में करोना पोजेटिव ऐसे ही बढ़ते रहे तो लगता है करोना नेगेटिव बाले को क्वारेंनटाईन करना पड़ेगा ! केजरीवाल
8642	0	महादेव मैं इतना व्यस्त रहता हूँ फिर भी आपके प्यार से मस्त रहता हूँ हरहरमहादेव	महादेव मैं इतना व्यस्त रहता हूँ फिर भी आपके प्यार से मस्त रहता हूँ #हरहरमहादेव	महादेव मैं इतना व्यस्त रहता हूँ फिर भी आपके प्यार से मस्त रहता हूँ हरहरमहादेव
8643	1	जहाँ तक मुझे उम्मीद है किसी दिन दिल्ली की जनता इसे फ्री में कूट न दे arvindkejriwal	जहाँ तक मुझे उम्मीद है किसी दिन दिल्ली की जनता इसे #फ्री में #कूट न दे arvindkejriwal	जहाँ तक मुझे उम्मीद है किसी दिन दिल्ली की जनता इसे फ्री में कूट न दे arvindkejriwal
8644	1	दिल्ली में बनाये जायेंगे 3 नये शमशान घाट केजरीवाल का दिल्ली के लोगो के लिए तोहफा अस्पतालों में बेड नही बढ़ा सकते तो क्या हुआ इतनी सुविधा तो कर ही सकते है	दिल्ली में बनाये जायेंगे 3 नये शमशान घाट केजरीवाल का दिल्ली के लोगो के लिए तोहफा अस्पतालों में बेड नही बढ़ा सकते तो क्या हुआ इतनी सुविधा तो कर ही सकते है	दिल्ली में बनाये जायेंगे 3 नये शमशान घाट केजरीवाल का दिल्ली के लोगो के लिए तोहफा अस्पतालों में बेड नही बढ़ा सकते तो क्या हुआ इतनी सुविधा तो कर ही सकते है
8645	1	चुनाव से पहले मस्जिद से फ़तवे निकालता हैं मुस्लिम bjp को वोट न दे और चुनाव के बाद कहता हैं सरकार हिंदू मुस्लिम में भेदभाव न करे इस आदमी का मानसिक संन्तुलन बिगडा लगता है	चुनाव से पहले मस्जिद से फ़तवे निकालता हैं मुस्लिम bjp को वोट न दे और चुनाव के बाद कहता हैं सरकार हिंदू मुस्लिम में भेदभाव न करे इस आदमी का मानसिक संन्तुलन बिगडा लगता है	चुनाव से पहले मस्जिद से फ़तवे निकालता हैं मुस्लिम bjp को वोट न दे और चुनाव के बाद कहता हैं सरकार हिंदू मुस्लिम में भेदभाव न करे इस आदमी का मानसिक संन्तुलन बिगडा लगता है
8646	1	हर समय दिल की भी नहीं सुननी चाहिए क्योंकि जो खुद ही उल्टी साइड हो वो आपको क्या सीधी सलाह देगा 🙄	हर समय दिल की भी नहीं सुननी चाहिए क्योंकि जो खुद ही उल्टी साइड हो वो आपको क्या सीधी सलाह देगा 🙄	हर समय दिल की भी नहीं सुननी चाहिए क्योंकि जो खुद ही उल्टी साइड हो वो आपको क्या सीधी सलाह देगा 
8647	1	उस कुर्सी पे पप्पू ऑयल लगाना मत भूलना 🤣	उस कुर्सी पे पप्पू ऑयल लगाना मत भूलना 🤣	उस कुर्सी पे पप्पू ऑयल लगाना मत भूलना 
8648	1	कोरोना कोरोना इतना सुन लिया है कि अब एक मास्क कान के लिए भी बनना चाहिए 😀	कोरोना कोरोना इतना सुन लिया है कि अब एक मास्क कान के लिए भी बनना चाहिए 😀	कोरोना कोरोना इतना सुन लिया है कि अब एक मास्क कान के लिए भी बनना चाहिए 
8649	1	ये न्यूज़ वाले कभी बगदादी मार देते है तो कभी किमजोंग अब दाऊद मार दिया इनका इलाज अब सबूत गैंग कांग्रेसी ही कर सकता है सबूत मांग के 🤣	ये न्यूज़ वाले कभी बगदादी मार देते है तो कभी किमजोंग अब दाऊद मार दिया इनका इलाज अब सबूत गैंग कांग्रेसी ही कर सकता है #सबूत मांग के 🤣	ये न्यूज़ वाले कभी बगदादी मार देते है तो कभी किमजोंग अब दाऊद मार दिया इनका इलाज अब सबूत गैंग कांग्रेसी ही कर सकता है सबूत मांग के 
8651	1	झाँकने की सही जगह अपना गिरेबान और रहने की सही जगह अपनी औक़ात है !	झाँकने की सही जगह अपना गिरेबान और रहने की सही जगह अपनी औक़ात है !	झाँकने की सही जगह अपना गिरेबान और रहने की सही जगह अपनी औक़ात है !
8652	1	लड़कियों का बस चले तो वो यमराज को भी यम्मु बोल सकती हैं 😀 😂 😜	लड़कियों का बस चले तो वो यमराज को भी यम्मु बोल सकती हैं 😀 😂 😜	लड़कियों का बस चले तो वो यमराज को भी यम्मु बोल सकती हैं 
8653	0	अभी तक संविधान में 101 संशोधन हो चुके हैं क्यों न 102 वें संशोधन द्वारा भारत को हिन्दू राष्ट्र घोषित कर दिया जाए सारा टंटा खतम भारतकोहिन्दुराष्ट्रघोसितकरो	अभी तक संविधान में 101 संशोधन हो चुके हैं क्यों न 102 वें संशोधन द्वारा भारत को हिन्दू राष्ट्र घोषित कर दिया जाए सारा टंटा खतम #भारतकोहिन्दुराष्ट्रघोसितकरो	अभी तक संविधान में 101 संशोधन हो चुके हैं क्यों न 102 वें संशोधन द्वारा भारत को हिन्दू राष्ट्र घोषित कर दिया जाए सारा टंटा खतम भारतकोहिन्दुराष्ट्रघोसितकरो
8654	1	भक्तों खिचड़ी विचडी तुम्हारे मोदी जी का आहार होगा हमारा तो आज भी राष्ट्रीय आहार तलबे चटना ही है एक कट्टर कांग्रेसी चमचा 😀 😂 🤣	भक्तों खिचड़ी विचडी तुम्हारे मोदी जी का आहार होगा हमारा तो आज भी राष्ट्रीय आहार तलबे चटना ही है एक कट्टर कांग्रेसी चमचा 😀 😂 🤣	भक्तों खिचड़ी विचडी तुम्हारे मोदी जी का आहार होगा हमारा तो आज भी राष्ट्रीय आहार तलबे चटना ही है एक कट्टर कांग्रेसी चमचा 
8655	1	सुना है शहीन बाग का धरना फिर से शुरू होने वाला है अबकी बार शेरनियों का रेट क्या होगा ? 😜 😂 🤣	सुना है शहीन बाग का धरना फिर से शुरू होने वाला है अबकी बार शेरनियों का रेट क्या होगा ? 😜 😂 🤣	सुना है शहीन बाग का धरना फिर से शुरू होने वाला है अबकी बार शेरनियों का रेट क्या होगा ? 
8656	1	कोरोना की अब उतनी इज्ज़त न रही जितनी मार्च मे थी तब वो कंवर साब थे अब फूफाजी हो गये 😄 😂 🤣	कोरोना की अब उतनी इज्ज़त न रही जितनी मार्च मे थी तब वो कंवर साब थे अब फूफाजी हो गये 😄 😂 🤣	कोरोना की अब उतनी इज्ज़त न रही जितनी मार्च मे थी तब वो कंवर साब थे अब फूफाजी हो गये 
8657	1	बाजार जाता हूं तो लगता है कि कभी कोरोना आया ही नहीं था और न्यूज़ देखता हूं तो लगता है कि कोई बचेगा ही नही coronavirus stayhome	बाजार जाता हूं तो लगता है कि कभी कोरोना आया ही नहीं था और न्यूज़ देखता हूं तो लगता है कि कोई बचेगा ही नही #coronavirus #stayhome	बाजार जाता हूं तो लगता है कि कभी कोरोना आया ही नहीं था और न्यूज़ देखता हूं तो लगता है कि कोई बचेगा ही नही coronavirus stayhome
8658	1	ये सब चमचे के मुह में गांधी नाम का बबासीर हो गया है एक फोटो राहुल प्रियंका ने क्या ली चमचे अपने अपने अंदाज मे भौकने लग जाते हैं 😂	ये सब चमचे के मुह में गांधी नाम का बबासीर हो गया है एक फोटो राहुल प्रियंका ने क्या ली चमचे अपने अपने अंदाज मे भौकने लग जाते हैं 😂	ये सब चमचे के मुह में गांधी नाम का बबासीर हो गया है एक फोटो राहुल प्रियंका ने क्या ली चमचे अपने अपने अंदाज मे भौकने लग जाते हैं 
8659	1	अस्पताल ना जाकर सीधा श्मशान घाट चले जाए वहां घुंघरू सेठ ने आपके लिए सारी व्यवस्था कर रखी है 😄 😂 arvindkejriwal	अस्पताल ना जाकर सीधा श्मशान घाट चले जाए वहां घुंघरू सेठ ने आपके लिए सारी व्यवस्था कर रखी है 😄 😂 arvindkejriwal	अस्पताल ना जाकर सीधा श्मशान घाट चले जाए वहां घुंघरू सेठ ने आपके लिए सारी व्यवस्था कर रखी है arvindkejriwal
8660	0	तेरे एहसास से जुड़ी हर चीज को संभाल कर रखा है तुमसे शुरू हुई दास्तां का नाम हमने इश्क ए चाय रखा है ☕	तेरे एहसास से जुड़ी हर चीज को संभाल कर रखा है तुमसे शुरू हुई दास्तां का नाम हमने इश्क ए चाय रखा है ☕	तेरे एहसास से जुड़ी हर चीज को संभाल कर रखा है तुमसे शुरू हुई दास्तां का नाम हमने इश्क ए चाय रखा है 
8661	0	एक हसीन ख्वाब है कि इतनी हसीन मुलाकात होगी बैंठे होंगे हम आमने सामने और ये हसीन बरसात होगी 🌧 शुभ रात्रि 🌹	एक हसीन ख्वाब है कि इतनी हसीन मुलाकात होगी बैंठे होंगे हम आमने सामने और ये हसीन बरसात होगी 🌧 शुभ रात्रि 🌹	एक हसीन ख्वाब है कि इतनी हसीन मुलाकात होगी बैंठे होंगे हम आमने सामने और ये हसीन बरसात होगी शुभ रात्रि 
8662	1	वायरस का कहर अभी खत्म नहीं हुआ है घर से उतना ही निकलें जितना चुनाव के बाद राहुल मंदिर rahulgandhi	वायरस का कहर अभी खत्म नहीं हुआ है घर से उतना ही निकलें जितना चुनाव के बाद राहुल मंदिर rahulgandhi	वायरस का कहर अभी खत्म नहीं हुआ है घर से उतना ही निकलें जितना चुनाव के बाद राहुल मंदिर rahulgandhi
8663	1	अर्नब और सुधीर चौधरी को बीजेपी ने गोद लिया है कांग्रेस इस हिसाब से तो रवीश को तो राजमाता ने नौ महीना अपनी कोख में रखा होगा 😂	अर्नब और सुधीर चौधरी को बीजेपी ने गोद लिया है कांग्रेस इस हिसाब से तो रवीश को तो राजमाता ने नौ महीना अपनी कोख में रखा होगा 😂	अर्नब और सुधीर चौधरी को बीजेपी ने गोद लिया है कांग्रेस इस हिसाब से तो रवीश को तो राजमाता ने नौ महीना अपनी कोख में रखा होगा 
8664	1	नरेंद्र मोदी आत्मनिर्भर रविश कुमार जात पर निर्भर राहुल गांधी गांधी नेहरू की सौगात पर निर्भर केजरीवाल जमात पर निर्भर चमचे पप्पू मूत्र पर निर्भर 😂	नरेंद्र मोदी आत्मनिर्भर रविश कुमार जात पर निर्भर राहुल गांधी गांधी नेहरू की सौगात पर निर्भर केजरीवाल जमात पर निर्भर चमचे पप्पू मूत्र पर निर्भर 😂	नरेंद्र मोदी आत्मनिर्भर रविश कुमार जात पर निर्भर राहुल गांधी गांधी नेहरू की सौगात पर निर्भर केजरीवाल जमात पर निर्भर चमचे पप्पू मूत्र पर निर्भर 
8666	0	lac में भारतीय सेना ने ढेर किए 43 चीनी सैनिक शव बरामद करने को लगे चॉपर रिपोर्ट	lac में भारतीय सेना ने ढेर किए 43 चीनी सैनिक शव बरामद करने को लगे चॉपर रिपोर्ट	lac में भारतीय सेना ने ढेर किए 43 चीनी सैनिक शव बरामद करने को लगे चॉपर रिपोर्ट
8671	0	पाताल लोक में सिखों के अपमान पर मुश्किल में फँसी अनुष्का शर्मा हाईकोर्ट ने भेजा नोटिस	पाताल लोक में सिखों के अपमान पर मुश्किल में फँसी अनुष्का शर्मा हाईकोर्ट ने भेजा नोटिस	पाताल लोक में सिखों के अपमान पर मुश्किल में फँसी अनुष्का शर्मा हाईकोर्ट ने भेजा नोटिस
8672	0	अपनी ज़िन्दगी में इन चीनी चीजों को बदलकर चीन को पहुँचाये 38 खरब का जोरदार झटका	अपनी ज़िन्दगी में इन चीनी चीजों को बदलकर चीन को पहुँचाये 38 खरब का जोरदार झटका	अपनी ज़िन्दगी में इन चीनी चीजों को बदलकर चीन को पहुँचाये 38 खरब का जोरदार झटका
8681	0	कितना खोखला है अवसाद से घिरे व्यक्ति को कहना प्लीज रीच आउट टू मी	कितना खोखला है अवसाद से घिरे व्यक्ति को कहना प्लीज रीच आउट टू मी	कितना खोखला है अवसाद से घिरे व्यक्ति को कहना प्लीज रीच आउट टू मी
8685	0	सुशांत सिंह राजपूत की आत्महत्या की जाँच क्यों ? राजदीप के सवाल पर ips अधिकारी ने याद दिलाया कानून सुनते ही पलटे	सुशांत सिंह राजपूत की आत्महत्या की जाँच क्यों ? राजदीप के सवाल पर ips अधिकारी ने याद दिलाया कानून सुनते ही पलटे	सुशांत सिंह राजपूत की आत्महत्या की जाँच क्यों ? राजदीप के सवाल पर ips अधिकारी ने याद दिलाया कानून सुनते ही पलटे
8689	0	मटन के नाम पर बेचा जा रहा था बीफ कर्नाटक से शहबाज अफरोज और रहमान गिरफ्तार	मटन के नाम पर बेचा जा रहा था बीफ कर्नाटक से शहबाज अफरोज और रहमान गिरफ्तार	मटन के नाम पर बेचा जा रहा था बीफ कर्नाटक से शहबाज अफरोज और रहमान गिरफ्तार
8691	0	कश्मीर में जन्म लेने वाले बच्चों में 99 % मुस्लिम हिंदू बच्चे 0 3 % घट गए csp india	कश्मीर में जन्म लेने वाले बच्चों में 99 % मुस्लिम हिंदू बच्चे 0 3 % घट गए csp india	कश्मीर में जन्म लेने वाले बच्चों में 99 % मुस्लिम हिंदू बच्चे 0 3 % घट गए csp india
8692	0	जब किया जा रहा था सुशांत सिंह राजपूत का अंतिम संस्कार तभी सदमे में उनकी भाभी छोड़ गईं यह संसार	जब किया जा रहा था सुशांत सिंह राजपूत का अंतिम संस्कार तभी सदमे में उनकी भाभी छोड़ गईं यह संसार	जब किया जा रहा था सुशांत सिंह राजपूत का अंतिम संस्कार तभी सदमे में उनकी भाभी छोड़ गईं यह संसार
8694	0	गाय का मीट बनाओ हम सब खाएँगे – आदिवासी से ईसाई बने रमेश के घर पादरियों का खेल तंग आकर घर वापसी की चाह	गाय का मीट बनाओ हम सब खाएँगे – आदिवासी से ईसाई बने रमेश के घर पादरियों का खेल तंग आकर घर वापसी की चाह	गाय का मीट बनाओ हम सब खाएँगे – आदिवासी से ईसाई बने रमेश के घर पादरियों का खेल तंग आकर घर वापसी की चाह
8701	1	अमानतुल्लाह का आजकल कोई ट्वीट नजर नही आ रहा ❓	अमानतुल्लाह का आजकल कोई ट्वीट नजर नही आ रहा ❓	अमानतुल्लाह का आजकल कोई ट्वीट नजर नही आ रहा 
8709	0	bollydawood में केवल कंगना हैं जो मर्द की भांति बिना स्वार्थ के सच बोलती हैं अन्य निजी व्यावसायिक स्वार्थ के लिए पतंग उड़ाकर	bollydawood में केवल कंगना हैं जो मर्द की भांति बिना स्वार्थ के सच बोलती हैं अन्य निजी व्यावसायिक स्वार्थ के लिए पतंग उड़ाकर	bollydawood में केवल कंगना हैं जो मर्द की भांति बिना स्वार्थ के सच बोलती हैं अन्य निजी व्यावसायिक स्वार्थ के लिए पतंग उड़ाकर
8710	1	मुझे तो सोनियाजी का ठाठ अच्छा लगा सामान्य औरतें बच्चा सम्भालने के लिए आया रखती हैं उन्होंने पूरी पार्टी रखी हुई है	मुझे तो सोनियाजी का ठाठ अच्छा लगा सामान्य औरतें बच्चा सम्भालने के लिए आया रखती हैं उन्होंने पूरी पार्टी रखी हुई है	मुझे तो सोनियाजी का ठाठ अच्छा लगा सामान्य औरतें बच्चा सम्भालने के लिए आया रखती हैं उन्होंने पूरी पार्टी रखी हुई है
8716	0	दरगाह के पास 10वीं की छात्रा से रेप इमरान राशिद गिरफ्तार – कुछ दिन पहले पीड़िता के घर पेंट करने गया था राशिद	दरगाह के पास 10वीं की छात्रा से रेप इमरान राशिद गिरफ्तार – कुछ दिन पहले पीड़िता के घर पेंट करने गया था राशिद	दरगाह के पास 10वीं की छात्रा से रेप इमरान राशिद गिरफ्तार – कुछ दिन पहले पीड़िता के घर पेंट करने गया था राशिद
8720	0	पंजाब पड़ोसी की बेटी भगा ले गया कॉन्ग्रेस नेत्री पूनम कांगड़ा का बेटा सुसाइड के लिए मजबूर करने के आरोप में गिरफ्तार	पंजाब पड़ोसी की बेटी भगा ले गया कॉन्ग्रेस नेत्री पूनम कांगड़ा का बेटा सुसाइड के लिए मजबूर करने के आरोप में गिरफ्तार	पंजाब पड़ोसी की बेटी भगा ले गया कॉन्ग्रेस नेत्री पूनम कांगड़ा का बेटा सुसाइड के लिए मजबूर करने के आरोप में गिरफ्तार
8722	0	भारतीय उच्चायोग के 2 कर्मचारियों का पाकिस्तान में अपहरण isi का हाथ मीडिया रिपोर्ट	भारतीय उच्चायोग के 2 कर्मचारियों का पाकिस्तान में अपहरण isi का हाथ मीडिया रिपोर्ट	भारतीय उच्चायोग के 2 कर्मचारियों का पाकिस्तान में अपहरण isi का हाथ मीडिया रिपोर्ट
